ROW_ID,Area,Perimeter,MajorAxis,MinorAxis,AspectRatio,Eccentricity,ConvexHullArea,EquivalentDiameter,BoundingBoxRatio,Convexity,Roundness,Compactness,StructureIndex1,StructureIndex2,StructureIndex3,StructureIndex4
14,54165,947.3399999999999,391.302001691549,178.3235572386653,2.194337123770119,0.8901239566034891,55104,262.6119188852252,0.5765914413455397,0.9829594947735192,0.7584323713768603,0.6711233721013108,0.007224259239205187,0.000904029367703066,0.4504065805806345,0.9883438805584438
15,71682,1058.192,388.21673550523866,236.42093803268347,1.6420573352583963,0.7931762611689546,72768,302.10653261011413,0.7653917611634313,0.9850758575197889,0.8044351339270038,0.7781903894919477,0.005415818971362945,0.0012251446112627675,0.6055802822976293,0.9943975446346723
16,77538,1059.981,414.4880426838655,241.24340151115686,1.7181321440814477,0.8131691676810866,78881,314.2044681726774,0.8098132598069934,0.9829743537734055,0.867218027701381,0.7580543605990694,0.005345611734683194,0.0010888763761199092,0.5746464136232636,0.9873184747272526
17,60813,944.0419999999999,359.5404963964963,215.8900137475743,1.665387343098152,0.7996541097435098,61634,278.26159712396435,0.7025206783420359,0.9866794301846383,0.8574793297291331,0.7739367328933687,0.005912230878208546,0.0013084375142061245,0.5989780665216616,0.9975304907785782
18,56872,963.388,400.2091257450405,182.71597963791845,2.190334564815405,0.8896971109532513,57665,269.09418311843564,0.7713758680555556,0.9862481574611983,0.770026906000064,0.6723839258224868,0.0070370151523603975,0.0008872326983453479,0.4521001437044595,0.9902505715138893
19,54455,942.256,391.5054792978246,177.91401990003283,2.2005319171463023,0.8907796039626047,55186,263.31399394744153,0.5817158239950433,0.9867538868553619,0.770743380031563,0.6725678384366475,0.007189523079567066,0.0009074531836272858,0.4523474972993444,0.9954051054484582
20,137075,1432.713,526.8980614634921,334.1175121300153,1.5769842715052302,0.7732332294088539,139517,417.76705302665073,0.6769971601432275,0.9824967566676462,0.8391695475552645,0.792880224053732,0.0038438669448367106,0.0009370838481785514,0.6286590496954965,0.9913854335092228
21,75228,1069.108,412.70232221413943,235.90497584883371,1.749443057439349,0.8205251061801233,77009,309.48871461062487,0.7688565471566984,0.9768728330454882,0.8270775283898945,0.7499078584056041,0.005486020128331731,0.0010702094416407527,0.5623617960984796,0.983819939953608
22,56614,932.14,383.1357439498147,189.42016773557447,2.0226766163815357,0.8692376967269335,57255,268.4831160159545,0.7966621636834402,0.9888044712252205,0.818787897897424,0.7007519404170287,0.006767508813187811,0.0010066206348583791,0.491053281998231,0.99324199089523
23,52764,908.2509999999999,374.2011816110282,180.10602410468417,2.0776716574095757,0.8765515412923514,53332,259.19338598507125,0.821127330449127,0.9893497337433436,0.8037774285413284,0.6926578501681366,0.007091979031366617,0.0010069832533385471,0.4797748973995449,0.9968147062636215
24,48176,862.859,336.06774628617944,185.81250978091666,1.8086389699080117,0.8332463272183104,49336,247.66830299245237,0.7366360856269113,0.9764877574185179,0.8131317807003734,0.7369594545426853,0.006975833325435475,0.0012692589588864994,0.5431092376398524,0.9822885321124681
25,62185,981.28,347.5787654837853,230.0615340840176,1.510807823079415,0.7495943105039167,63550,281.3830149269072,0.7585664271685961,0.9785208497246263,0.8115393971140122,0.8095517991015877,0.0055894309798791555,0.0014809006697501371,0.6553741154286175,0.9901443406333069
26,77995,1077.542,406.62963613270534,244.81430649556137,1.6609717052629756,0.7984529473852574,78742,315.1290502185081,0.7894230769230769,0.9905133219882655,0.8441278180622108,0.7749780690251125,0.005213534664179824,0.0011600312232675882,0.6005910074698921,0.9975646698428753
27,77972,1077.81,415.490394094714,243.15996524759333,1.7087121791272188,0.8108629617237043,79627,315.0825824797208,0.7794471934822812,0.9792155927009683,0.8434592798397769,0.7583390301146059,0.005328712795551147,0.001087065496268012,0.5750780845951614,0.9826429270969054
28,69566,1014.0550000000001,397.01480722132186,226.13336291769266,1.7556666654527493,0.8219329867080654,71239,297.61414981322093,0.78495667087922,0.9765156725950673,0.85012712790852,0.7496298485595563,0.005707023649790441,0.0011116726431863663,0.5619449098514233,0.9865879460469943
29,73020,1068.139,421.557451892042,221.26017243652393,1.9052568171209405,0.8511863338458839,73700,304.9130229369706,0.6469962785752259,0.9907734056987788,0.8042594044025079,0.7233012287375168,0.0057731779223780064,0.0009747012350497461,0.5231646674932017,0.9967630492182326
30,66505,1006.7679999999999,397.1233798501389,214.11313474643157,1.8547361903810407,0.8422032065665915,67219,290.9927764096765,0.7554639222101054,0.9893780032431306,0.824527899875379,0.7327515607856868,0.005971331175853529,0.0010618860846246323,0.5369248498338604,0.9958539505017665
31,54287,923.6189999999999,385.565547676177,179.80341637024182,2.1443727569794366,0.8846072339186283,54875,262.90750305960796,0.6217302670759082,0.9892847380410023,0.7996869148569087,0.6818749876490904,0.007102355032994585,0.0009471116550975214,0.4649534987814472,0.997033616049207
32,65219,1011.11,353.65054573549037,235.30899930061372,1.5029197641680168,0.7465123893062922,66672,288.16559452523575,0.7194356502266885,0.9782067434605232,0.8016544141281532,0.8148314713495919,0.005422507946081515,0.0014745215961541542,0.6639503267017408,0.9978640684258577
33,88341,1136.526,439.28073438442993,256.99215816847425,1.7093157142034436,0.8110120619600135,89092,335.3792698147114,0.7688244099422127,0.9915705113814933,0.8594357681353185,0.763473659469002,0.004972557865367495,0.0010421634571428807,0.5828920287029898,0.9963465043459453
34,170146,1599.868,611.0735400858268,357.50562437962196,1.7092697244867692,0.8110007069601645,173278,465.44238695944847,0.811022345942648,0.9819249991343391,0.8353400498565823,0.76167982481139,0.003591465800464465,0.0007456607906289539,0.5801561555247098,0.991643352113024
35,70235,1038.267,416.58362907742685,216.29686559631293,1.9259808870967203,0.8546430805288544,71314,299.0417686954017,0.7932931237010934,0.984869731048602,0.8187387570855718,0.7178433040147656,0.005931282538298951,0.0009715093611785628,0.5152990091188354,0.9924560427027557
36,190919,1627.569,596.8968718700305,408.8116613018089,1.4600778998556159,0.7286418111153842,192563,493.03713921092447,0.7771296688267283,0.991462534339411,0.9056913006899612,0.8260005412095364,0.0031264403850325556,0.0008977413767623273,0.6822768940784469,0.9961774146260715
37,151091,1464.044,536.3541839762657,361.57219682187,1.4833944332298945,0.7386131393236643,153478,438.605786616616,0.7611598934010408,0.9844472823466556,0.8858092303650305,0.8177540135233191,0.0035498751346954203,0.000979227445357905,0.6687216266334968,0.9919779383285688
38,172005,1556.172,599.313352391506,367.20303920349363,1.632103464316327,0.7903107275814697,173578,467.97817031585106,0.7378072320164715,0.9909377916556246,0.8925565510271739,0.7808572401205919,0.003484278668593971,0.0007990596681546799,0.6097380294487476,0.9951555501887114
39,78501,1086.368,424.29208201762657,239.26093288230345,1.7733445945658963,0.8258388492839801,80138,316.1496125274472,0.7680213673541267,0.9795727370286256,0.835855345082595,0.7451225840087989,0.005404925822825525,0.0010277332503558492,0.5552076651999498,0.984574511943883
40,84697,1100.164,426.4198942180607,253.80123195830984,1.6801332717254331,0.8035843557026778,85314,328.3893568927502,0.7542701932496215,0.9927678927256957,0.8793525602227968,0.7701079648146527,0.005034651690355747,0.0010923345074056589,0.5930662774709665,0.9964303851173184
41,69728,1007.0229999999999,340.83792270991387,261.4609765341393,1.3035900317820859,0.6415127882157312,70842,297.96047888150105,0.7943495101389838,0.9842748651929646,0.8640488430740978,0.8741999027352784,0.004888106968648375,0.0017610167194486038,0.7642254699423702,0.9962367046508538
42,78522,1076.493,430.96662832291724,233.04770300160405,1.8492635746766015,0.8411796282309596,79158,316.19189668885326,0.8161012721376902,0.9919654362161753,0.851488519026009,0.7336806980143602,0.005488482569508128,0.000980980617416663,0.5382873666388388,0.9954352198337933
43,41486,753.173,278.3072460518261,190.358134697867,1.4620191907929247,0.7294955570086368,41862,229.82953629349504,0.8053657400217425,0.9910181071138503,0.9190136061953433,0.8258122616422873,0.006708461795589502,0.0019245447837436896,0.6819658914787496,0.9970472208081371
44,71970,1065.618,379.3781848304275,241.86721775785398,1.5685390866415099,0.7704206374187704,73218,302.71281775734184,0.7429084602997647,0.9829550110628534,0.7964495497206925,0.7979183565671992,0.005271337846747637,0.0013180577523975788,0.6366737037469001,0.9986475897638301
45,186765,1648.501,635.8735910633054,377.52688102766535,1.6843134171860685,0.8046763372941443,188680,487.6439106278911,0.8080447536472665,0.9898505405978376,0.8636284216456266,0.7668881322975764,0.0034046721337686685,0.0007264121960276149,0.588117407458865,0.9905740402636524
46,65235,1017.685,329.6995392926977,253.3145195281676,1.3015422088982798,0.6400667558176929,66266,288.2009397986036,0.7527868171432528,0.9844414933751848,0.7915234464665138,0.8741320670841071,0.00505402834816736,0.0018202273930328216,0.7641068707047337,0.9945173443313915
47,59652,964.5219999999999,378.7807885502651,204.02637758033887,1.856528518726034,0.8425362027283521,61244,275.59260752520544,0.7657214741409188,0.9740056168767552,0.8057690783515841,0.7275781028388499,0.006349842227423474,0.0010976431657370692,0.5293698957305801,0.9827903083788492
48,183093,1626.402,606.6280630007352,386.827381419644,1.5682138652502566,0.7703112087565575,185169,482.8263124190676,0.7758177966101695,0.9887886201253989,0.8698128219886997,0.7959181941414445,0.0033132236786809722,0.0008201706977119195,0.6334857717653785,0.993441170721226
49,81940,1222.3349999999998,396.7937766470863,263.54862202336204,1.50558091937932,0.7475589614861052,84256,323.00038435828407,0.7225749559082892,0.9725123433345993,0.6891683571898624,0.8140258324806463,0.004842491782366199,0.001311599986609608,0.6626380559458092,0.9976552134866167
50,152816,1455.529,537.1508880452153,365.6273940985954,1.4691210142212887,0.7325816915492961,154914,441.1024532557585,0.8116422349691949,0.9864570019494687,0.9064356255634314,0.8211890980223572,0.0035150173283243595,0.000986006853257792,0.6743515347107725,0.9907040106159728
51,64571,973.6379999999999,367.6009010465744,225.41667810822912,1.6307617702984625,0.7899196564164143,65393,286.73044945225854,0.8020943318882526,0.9874298472313551,0.8559577829070978,0.780004751446271,0.005692972093456418,0.0012998936151698652,0.608407412278759,0.9921675487104159
52,49573,880.556,350.3127351824745,181.41934819934096,1.930955758905913,0.8554543309905428,50084,251.23356453936685,0.6170247193248861,0.9897971408034502,0.8034171619350159,0.7171693726992303,0.007066603497518297,0.001153127751987438,0.5143319091378077,0.9931521619387226
53,184172,1632.7039999999997,632.663269888903,373.84609254695346,1.692309435625419,0.8067385981076961,186777,484.2469137051514,0.8099317478187448,0.9860528865973862,0.8681975477996615,0.7654101901477325,0.003435176193389348,0.0007272868569778998,0.5858527591819881,0.9914441522508648
54,191554,1682.5439999999999,635.3960002872996,385.93085176113675,1.6463985643743342,0.7944065915202219,193468,493.8563837313428,0.7125045565119065,0.9901068910620878,0.8502922659379802,0.7772418830273429,0.0033170594207758623,0.0007467200200775752,0.6041049447318898,0.99459751373802
55,44963,878.7179999999998,365.083663476189,157.33286906363148,2.3204538609699865,0.9023757231473326,45613,239.26694224218923,0.8044621770557504,0.9857496766272773,0.731755674378399,0.6553756472255692,0.008119646453221293,0.0009240129986302633,0.42951723897633365,0.9966749355358019
56,154568,1481.09,526.7970164088235,375.0376976795712,1.4046508382176401,0.7022598700056052,156202,443.6238158063931,0.7593837204732147,0.9895391864380738,0.8854551172027488,0.8421152777792434,0.0034081893820766492,0.0010572791496637243,0.7091581410692124,0.9961195772817327
57,84382,1101.7859999999998,422.3634289976133,257.7041876375152,1.6389467042410137,0.7922874844892919,85894,327.7781250538884,0.7776856152768562,0.9823969078166112,0.8735045659001247,0.776057069694215,0.0050053735275012836,0.0011199300387788724,0.6022645754223717,0.9870795409696093
58,63064,972.1769999999999,364.0969279252625,222.1178333514033,1.6392061926393817,0.792361857804675,64230,283.3647448945939,0.7339851024208566,0.9818464891795111,0.8384954168822927,0.7782673325734835,0.005773451222968135,0.0013065633441168706,0.6057000409510453,0.9928672580088805
59,70037,1019.075,382.3720768492948,236.24496178766006,1.6185406620140987,0.786303437038395,71309,298.61995578764754,0.7039248203427307,0.9821621394213914,0.8474715035825917,0.7809669530480473,0.005459572466686106,0.0012527633090127447,0.6099093817531511,0.9871631345113548
60,156974,1473.74,550.8549182303311,366.7417330391553,1.5020240910829719,0.7461585578680482,158564,447.06319944193285,0.6891897824960705,0.9899725032163669,0.9082300074001554,0.8115806624331537,0.0035092111956778263,0.000939109061532794,0.6586631716354366,0.9893279517055441
61,67538,1010.8480000000001,371.63225350950296,231.7486905828456,1.6036002299510372,0.7817461283287567,68500,293.244015066503,0.6983920169587922,0.985956204379562,0.8305893294527019,0.7890704111315905,0.005502565274504767,0.0013158548914218695,0.6226321137233773,0.9984530007417081
62,82691,1103.441,436.4676804603554,243.49353288379888,1.792522681366854,0.8299263337760638,83931,324.4771967237379,0.7210208743874579,0.9852259594190466,0.8534338696893662,0.7434163198097559,0.0052782972809659505,0.000994493553153946,0.5526678245594815,0.9906696107845477
63,57105,953.054,346.2734018078067,210.21898845092275,1.6472032538994301,0.7946333691868511,58126,269.644848276583,0.6960628961482204,0.9824347108006743,0.790039822959788,0.7787050546442054,0.0060638018003293355,0.0013753610953869443,0.606381562128435,0.9988336822425775
64,72916,1030.926,399.9563939668033,234.3427459691708,1.7067154876619053,0.810368365293207,73985,304.6958067383093,0.7895187049970224,0.9855511252280867,0.8621398406804629,0.7618225669961393,0.005485166410209053,0.0011396851879944953,0.580373623584587,0.9905326520022756
65,87307,1146.429,449.8258640857392,249.67073687382543,1.8016763587038434,0.8318245641679198,88868,333.4107450760891,0.6742269792728508,0.982434622136202,0.834765713037542,0.7411995878754967,0.005152231368455442,0.0009592146361773919,0.5493768290668061,0.9897992449493469
66,53978,924.848,366.1477397634681,189.4386666087491,1.9328036156403026,0.8557538713935107,54949,262.1582044218998,0.6272718821177893,0.9823290687728621,0.7930232670183263,0.7159902300400771,0.006783277256724371,0.0010996328777336218,0.5126420095128426,0.9908363295155325
67,45131,840.0749999999999,347.602554723643,167.3656562389643,2.0769049190554174,0.8764539516741494,45781,239.71352463605933,0.7270398711236408,0.9858019702496669,0.8036162302030854,0.6896195709109231,0.007702079606559637,0.0010745486370012318,0.4755751525833657,0.9877243737809229
68,64468,1145.488,431.8171550445004,191.15802231921805,2.258953873897071,0.8966782860992013,65649,286.50167009982067,0.7022657952069716,0.9820103885816996,0.6174090248475846,0.663479129425267,0.006698162732588267,0.000800653343946511,0.44020455518291013,0.9944017852375721
69,74797,1041.3559999999998,403.88299721916917,238.58707040603684,1.6928117543495766,0.8068670023321447,75662,308.60087204600694,0.7765791768761161,0.9885675768549602,0.8667534839542954,0.7640848319211198,0.005399721876802133,0.0011353178544172323,0.5838256303719259,0.9883068895841474
70,207561,1752.359,667.5314214099088,400.3320375695491,1.6674444180449575,0.8002098184586555,210438,514.0767191234934,0.7206603822717567,0.9863285148119636,0.8493945137973697,0.7701161363126545,0.003216073450262375,0.0006977994370475386,0.5930788634091311,0.9889260402520035
71,87779,1166.9649999999997,473.95066803906144,240.85440262940952,1.967789099410009,0.8612482060517104,90297,334.3107745755554,0.7267556423970459,0.9721142452130193,0.8099996505126593,0.7053704048118413,0.005399362809317279,0.0008245010436443124,0.4975474079844211,0.9790683658714481
72,144079,1462.012,534.5994627253992,346.3307358481321,1.543609640698549,0.7617830828941006,146415,428.3072266094719,0.6931207004377736,0.9840453505446847,0.8470492749093415,0.8011740685745412,0.0037104606689760426,0.0009430074671411617,0.6418798881562836,0.9908119835285457
73,72098,1155.934,454.2319853252221,205.43107070361822,2.2111162823103654,0.8918860170113649,73989,302.98188839651084,0.579156223893066,0.9744421468056063,0.6780582517160293,0.6670201531043243,0.006300202298610532,0.0007692899882824479,0.44491588464731624,0.9837607568022013
74,81862,1110.904,435.6896775392629,241.3358116953396,1.8053254279943918,0.8325720570885022,83105,322.84661313247483,0.6589233394507228,0.985043017868961,0.8335643911413193,0.7410012900830798,0.005322245700560247,0.0009898070410999838,0.5490829119047886,0.9912733429389196
75,68513,1015.2019999999999,359.08032577529997,243.5444418870964,1.4743934330546713,0.7348358293225398,69406,295.3531122714643,0.8167101765428125,0.9871336772036999,0.8353681620487737,0.822526579905929,0.005241053898899478,0.0014797834060966567,0.6765499746517448,0.9975008397598369
76,67889,1009.0169999999999,381.72575585920254,229.9273035024978,1.660201942285013,0.7982423852658198,69235,294.00503303944555,0.7610191911039369,0.9805589658409763,0.8379388163289881,0.7701996224427877,0.005622792438527634,0.0012205203374370257,0.5932074584110126,0.9848441746319192
77,57904,966.1709999999999,400.3776873671562,185.59480510632812,2.157267748619246,0.8860711184990216,58937,271.52469979422654,0.7577470686767169,0.9824728099496072,0.7794897955519297,0.678171407552069,0.006914508278653569,0.0009021919873242808,0.45991645802115444,0.9921629419482338
78,57582,944.376,393.32177042062216,187.33947916060978,2.099513525835202,0.8792823978675414,58126,270.76868257784196,0.6734736842105263,0.9906410212297423,0.811347170791701,0.6884151932100765,0.006830637532920395,0.0009463303946262862,0.473915478242467,0.9949919566727177
79,76288,1060.9289999999999,416.7754391446189,234.02511237488156,1.7809004978790144,0.8274674509026467,76857,311.6615125240139,0.7981252092400402,0.9925966405142017,0.8517133445770901,0.7477924158958633,0.005463184762277407,0.0010537798163973262,0.5591934972713719,0.9958679777012935
80,61251,982.269,388.80965507218974,201.96413907271204,1.9251420418364902,0.854505594081068,62068,279.2618759418719,0.7928932038834952,0.9868370174647161,0.7977414740171934,0.7182483055623239,0.006347809098172923,0.0010420823989989224,0.5158806284431494,0.9931434863849365
81,73056,1041.289,356.69337875226717,261.4526251520625,1.3642753770202614,0.6802395784229416,74191,304.9881771153958,0.742303237212705,0.984701648447925,0.8466875867149822,0.8550430013090263,0.00488246521507155,0.0016097956400074527,0.7310985340875477,0.9974197282312496
82,59349,970.1560000000001,389.8542498292052,195.67478128096903,1.9923581734807934,0.8649153356172982,60182,274.891785509293,0.8050596852957135,0.9861586520886644,0.7923920722406271,0.7051142462336191,0.006568842774591066,0.0010016283012627642,0.49718610024160487,0.9905727905574025
83,205358,1737.7039999999997,653.9932040124792,404.0643304999081,1.618537333407676,0.7863024386419067,207809,511.3413013122679,0.8121475294434031,0.9882055156417672,0.8546137745593059,0.7818755579951114,0.0031846492662203525,0.0007341620306902776,0.6113293881901669,0.9894594377950587
84,65612,1000.896,390.269809351634,215.4482614088946,1.8114316950135392,0.8338113252368995,66471,289.0325120279092,0.7627883184523809,0.9870770712039837,0.8230291797182849,0.7405966464792316,0.005948146823014601,0.001103794961891,0.548483392776284,0.993540201863521
85,73393,1088.136,389.2834068470321,241.22320990930763,1.6137891830284095,0.7848706575818148,75049,305.690807690954,0.6891879202193592,0.9779344161814282,0.7789294905105151,0.7852654449540265,0.00530409448921603,0.0012441047926234337,0.6166418190388452,0.9951298973678503
86,77282,1066.269,411.8031798114293,240.60227323195275,1.7115514923436745,0.8115627880762332,77964,313.68534950842513,0.6758846268212905,0.9912523728900519,0.8541903303373837,0.7617361032813449,0.00532857819170608,0.0011066473934453957,0.5802418910422479,0.993113874533675
87,169004,1546.598,566.4156578255336,380.97076665595773,1.4867693466282286,0.740006892783416,170517,463.87775977990304,0.7360352591740922,0.9911269844062469,0.8878752689087864,0.8189705799460543,0.003351492614527074,0.00093001773963178,0.6707128108171764,0.997195247513836
88,47577,862.8169999999999,342.74643931239615,177.46269337076242,1.931371787513199,0.8555218540199196,48314,246.12378556300655,0.780334590782352,0.9847456223868858,0.8030998246822585,0.7180929028957092,0.007204036389692418,0.0011816209942695421,0.5156574171891865,0.9959261875811183
89,37430,748.5779999999999,299.056337402928,160.73454193098826,1.8605604856940368,0.8432813095309465,37902,218.30564848266556,0.6614009047215154,0.9875468313017782,0.8393741151968185,0.7299816829781323,0.007989749863823885,0.0013994609891424647,0.5328732574835864,0.991442926757025
90,63592,966.595,361.9308349113222,226.02744613440265,1.6012694082120777,0.7810211849681042,64532,284.54850048594255,0.6950553053818913,0.9854335833384987,0.8553094283347695,0.7861957949939818,0.005691452303926944,0.0013412993990166218,0.6181038280662192,0.9897507509812147
91,72327,1036.092,400.48674786344674,230.72818546569084,1.7357512999771711,0.8173655456885901,73037,303.46267736257136,0.674572603736278,0.9902788997357503,0.8466690314890677,0.7577346291269605,0.005537167971344681,0.0011259938078498576,0.5741617681781725,0.9966020355124544
92,83773,1134.941,447.32256256766505,242.4610804003251,1.8449252219329189,0.8403608213909343,86024,326.5931664641788,0.7842371818275433,0.9738328838463685,0.8172733956084194,0.7301066250481745,0.005339698501517972,0.000935926309532211,0.5330556839392356,0.9834478759941979
93,168684,1534.945,583.5431610971287,368.641871635161,1.5829540971803988,0.7751882876424318,169806,463.43838788355265,0.7700215462148048,0.9933924596304018,0.8997008233402959,0.7941801374421642,0.003459386551760266,0.0008488968848930414,0.6307220907076546,0.9984041176678691
94,164983,1530.7659999999998,572.7412727520505,370.15130255771805,1.5473166480691833,0.7631002537657237,167334,458.3261718569444,0.7950145044862713,0.9859502551782662,0.8847721531835082,0.8002324848262886,0.0034715169002385122,0.0008781399909539523,0.6403720297712562,0.9908583026229194
95,63965,1027.6019999999999,409.3812775283908,201.01182367580344,2.036602972114966,0.8711518395180234,65081,285.38179247980185,0.6786737400530504,0.9828521381048232,0.7612063219808016,0.6971051392549589,0.00640008250650185,0.0009323059875625536,0.4859555751756756,0.9896985687186188
96,68888,1079.833,364.55293237533976,241.57088052589182,1.509093031336062,0.7489295121429937,70428,296.1603041559012,0.7425036107697945,0.9781336968251264,0.7424039078486891,0.8123931474811942,0.005291965688876724,0.0014218762115438776,0.6599826260744012,0.9959751818117528
97,57200,956.741,352.7864470176083,206.90379536874067,1.7050747976318068,0.809960425013723,58277,269.8690459442344,0.737893134497794,0.9815192957770648,0.7852665925624651,0.764964323957617,0.006167595227580564,0.0013027478085255906,0.5851704169279341,0.9977593302235175
98,39762,776.76,304.8109482746533,167.26560569296265,1.8223169492129343,0.8359852181491493,40364,225.003446146408,0.6349931329649622,0.9850857199484689,0.828141176256755,0.7381737677731515,0.007665885726941635,0.0014040304763744329,0.5449005114284108,0.9929814376107888
99,91582,1202.076,436.0937539171454,268.11215094051795,1.626534837706386,0.788679995687153,93036,341.4759493521259,0.7535380463401791,0.9843716410851713,0.7964456322111402,0.7830333415346366,0.004761784563747739,0.001104257923939338,0.613141213954899,0.9972955449312281
100,96192,1220.012,448.8884279673727,273.8383004402171,1.639246326192313,0.7923733569136042,97341,349.96493865409536,0.8118701574922773,0.9881961352359232,0.8121207626468435,0.77962566386214,0.004666587948762607,0.0010634662833276661,0.6078161757524828,0.9963604331025185
101,168744,1573.509,602.362491467652,357.82781813978386,1.6833864247869677,0.8044350080264264,170252,463.52080183826735,0.7351334396319628,0.991142541644151,0.856445518304948,0.7695047556976898,0.0035696824270353435,0.0007720662653987473,0.5921375690413613,0.9967963453305834
102,70027,1014.428,381.58557802905364,237.61763071354238,1.605880745814987,0.7824517264499145,71890,298.59863629824105,0.74944883238083,0.9740854082626235,0.8551315487155482,0.7825207594074899,0.005449120739558365,0.0012603456435542702,0.6123387389036747,0.9833429907220418
103,187588,1654.3570000000002,593.1580854034479,405.88031034596725,1.461411333054928,0.7292287050271504,189950,488.71715717557913,0.7161104621422082,0.9875651487233482,0.8613039726856556,0.8239239575452617,0.0031620257447355265,0.0008988633832243188,0.6788506878170462,0.9920800886279643
104,71678,1054.5339999999999,422.6509819762827,218.71406309240072,1.9324362411836509,0.8556943962054936,73261,302.0981034159714,0.6330860272036742,0.9783923233371098,0.8099805111667023,0.7147696711915456,0.005896523089041027,0.0009493803353442373,0.5108956828552702,0.987273333013793
105,184715,1664.133,643.8353873687554,368.569885179327,1.7468475132077013,0.8199327795568547,187214,484.96024837687014,0.7987330277609617,0.9866516393004796,0.8381774309174672,0.7532363984508825,0.0034855609309950757,0.0006921140002998272,0.5673650719512567,0.9911002650189613
106,89356,1293.204,453.645407670266,251.80037101432413,1.8016073838289126,0.8318103847800459,91496,337.30044879803404,0.6641099962839093,0.9766109993879514,0.6714280875937274,0.7435332598874278,0.005076832083690698,0.0009571371278318096,0.5528417085588254,0.9960037042281714
